Symbol,Company Name,Promoter Delta %,FII Delta %,DII Delta %,Mutual Fund Delta %,Pledge Delta %
EUROBOND,Euro Panel Products Limited,-1.49,-10.18,11.38,8.48,0.0
EUROPRATIK,Euro Pratik Sales Limited,21.32,-11.31,-7.92,-4.42,0.0
EUROTEXIND,Eurotex Industries and Exports Limited,18.8,-13.77,-0.47,-2.89,0.0
EVEREADY,Eveready Industries India Limited,6.35,3.2,-4.37,-2.56,0.0
EVERESTIND,Everest Industries Limited,-2.37,-13.55,4.97,-0.61,-7.6
EXCELINDUS,Excel Industries Limited,-21.66,14.61,-3.61,-1.78,-8.7
EXCELSOFT,Excelsoft Technologies Limited,-12.79,8.85,10.16,4.73,0.0
EXICOM,Exicom Tele-Systems Limited,-11.14,7.23,0.19,-0.38,0.0
EXIDEIND,Exide Industries Limited,-19.54,14.13,11.13,4.27,0.0
EXPLEOSOL,Expleo Solutions Limited,10.39,-7.98,-7.85,-4.77,0.0
EXXARO,Exxaro Tiles Limited,4.31,8.78,-1.83,-3.29,0.0
FABTECH,Fabtech Technologies Limited,8.11,-3.52,-4.11,-3.2,0.0
FACT,Fertilizers and Chemicals Travancore Limited,-11.99,-2.83,13.26,8.36,0.0
FAIRCHEMOR,Fairchem Organics Limited,-2.74,-12.72,0.25,0.28,0.0
FAZE3Q,Faze Three Limited,0.15,-6.03,9.15,8.13,11.2
FCL,Fineotex Chemical Limited,-8.94,2.69,7.37,6.08,-1.1
FCONSUMER,Future Consumer Limited,-2.68,3.95,-8.66,-5.89,0.0
FCSSOFT,FCS Software Solutions Limited,10.22,-3.17,-2.98,-2.87,0.0
FDC,FDC Limited,-8.16,-2.94,9.95,7.3,0.8
FEDDERSHOL,Fedders Holding Limited,-1.23,-10.47,11.22,6.58,-7.4
FEDERALBNK,The Federal Bank  Limited,10.97,3.99,-5.67,-3.41,0.0
FEDFINA,Fedbank Financial Services Limited,-7.03,2.39,3.2,1.67,11.5
FEL,Future Enterprises Limited,6.05,-5.46,-6.0,-4.74,0.0
FELDVR,Future Enterprises Limited,-8.92,0.03,5.05,3.3,0.0
FERMENTA,Fermenta Biotech Limited,-0.98,-1.31,-1.15,-2.62,0.0
FIBERWEB,Fiberweb (India) Limited,-1.01,-17.45,9.92,6.22,0.0
FIEMIND,Fiem Industries Limited,-10.3,19.94,-3.8,-1.7,0.0
FILATEX,Filatex India Limited,22.22,-11.16,-9.09,-4.36,11.4
FILATFASH,Filatex Fashions Limited,6.36,-7.37,-0.72,-0.97,-5.9
FINCABLES,Finolex Cables Limited,6.78,1.73,-3.65,-1.25,0.0
FINEORG,Fine Organic Industries Limited,0.94,-11.3,11.23,8.96,0.0
FINKURVE,Finkurve Financial Services Limited,-5.04,-4.74,13.37,11.21,0.0
FINOPB,Fino Payments Bank Limited,-8.71,4.39,1.88,3.31,-6.9
FINPIPE,Finolex Industries Limited,8.69,-2.17,1.15,2.16,9.4
FIRSTCRY,Brainbees Solutions Limited,-10.77,14.68,1.89,1.75,0.0
FISCHER,Fischer Medical Ventures Limited,3.74,12.13,-11.39,-6.78,0.0
FIVESTAR,Five-Star Business Finance Limited,-2.3,9.18,0.67,-0.02,0.0
FLAIR,Flair Writing Industries Limited,-2.05,-1.97,-1.07,1.45,0.0
FLEXITUFF,Flexituff Ventures International Limited,-4.48,14.88,-1.77,-4.27,0.0
FLFL,Future Lifestyle Fashions Limited,7.05,5.91,-7.73,-1.36,0.0
FLUOROCHEM,Gujarat Fluorochemicals Limited,17.59,-13.31,2.3,1.7,0.0
FMGOETZE,Federal-Mogul Goetze (India) Limited.,-4.35,2.09,1.26,0.67,0.0
FMNL,Future Market Networks Limited,-5.16,-3.68,-8.46,-6.92,12.5
FOCUS,Focus Lighting and Fixtures Limited,-17.19,9.34,6.91,3.73,0.0
FOODSIN,Foods & Inns Limited,4.11,-15.22,2.14,0.7,0.0
FORCEMOT,FORCE MOTORS LTD,10.39,-6.29,-14.96,-10.42,0.0
FORTIS,Fortis Healthcare Limited,6.43,-8.03,9.52,6.86,-14.7
FOSECOIND,Foseco India Limited,25.09,-14.2,-2.01,0.33,0.0
FRACTAL,Fractal Analytics Limited,5.66,-1.99,-0.77,0.32,0.0
FRONTSP,Frontier Springs Limited,10.91,3.55,-14.52,-9.74,0.0
FSL,Firstsource Solutions Limited,-7.89,1.88,1.4,4.46,-11.7
FUSION,Fusion Finance Limited,-4.55,-10.75,1.81,-1.13,-2.8
GABRIEL,Gabriel India Limited,-0.63,-9.07,1.48,0.86,13.3
GAEL,Gujarat Ambuja Exports Limited,-19.12,-0.16,10.19,6.12,0.0
GAIL,GAIL (India) Limited,-9.21,15.44,-16.75,-13.22,0.0
GALAPREC,Gala Precision Engineering Limited,3.92,-5.19,-2.02,0.58,0.0
GALAXYSURF,Galaxy Surfactants Limited,-1.82,-1.83,5.66,6.82,7.7
GALLANTT,Gallantt Ispat Limited,-2.22,7.77,-11.14,-8.08,0.0
GANDHAR,Gandhar Oil Refinery (India) Limited,1.12,4.56,1.68,4.66,-9.5
GANDHITUBE,Gandhi Special Tubes Limited,9.06,-21.38,-2.35,-2.74,0.0
GANECOS,Ganesha Ecosphere Limited,6.9,-3.33,-2.31,-1.5,0.0
GANESHBE,Ganesh Benzoplast Limited,8.25,3.26,-6.89,-3.01,0.0
GANESHCP,Ganesh Consumer Products Limited,-4.87,1.46,-3.48,-3.71,0.0
GANESHHOU,GANESH HOUSING LIMITED,-8.24,-13.95,15.4,8.04,0.0
GANGAFORGE,Ganga Forging Limited,24.13,-12.73,1.46,0.38,0.0
GANGESSECU,Ganges Securities Limited,5.9,-8.29,1.33,0.54,0.0
GARFIBRES,Garware Technical Fibres Limited,-5.46,-3.3,15.9,9.86,4.8
GARUDA,Garuda Construction and Engineering Limited,4.5,10.06,-12.69,-9.18,0.0
GATECH,GACM Technologies Limited,10.15,-22.54,3.74,0.8,5.5
GATECHDVR,GACM Technologies Limited,5.13,-10.1,-2.09,1.63,0.0
GATEWAY,Gateway Distriparks Limited,6.12,21.48,-12.13,-9.69,0.0
GAUDIUMIVF,Gaudium IVF and Women Health Limited,-11.39,1.45,1.67,1.21,0.0
GAYAHWS,Gayatri Highways Limited,15.43,-2.99,-5.54,-2.7,0.0
GAYAPROJ,Gayatri Projects Limited,9.2,-12.33,12.44,6.31,0.0
GCSL,Gretex Corporate Services Limited,2.18,8.12,1.58,-0.64,0.0
GEECEE,GeeCee Ventures Limited,5.68,-9.41,3.09,1.97,0.0
GEEKAYWIRE,Geekay Wires Limited,-1.05,5.32,2.52,1.62,9.4
GEMAROMA,Gem Aromatics Limited,1.8,11.56,-11.71,-3.84,4.6
GENCON,Generic Engineering Construction and Projects Limited,2.09,0.18,3.08,3.09,0.0
GENESYS,Genesys International Corporation Limited,11.34,-6.29,5.82,0.85,6.7
GENSOL,Gensol Engineering Limited,-20.89,10.96,-2.57,-1.29,0.0
GENUSPAPER,Genus Paper & Boards Limited,-7.62,-9.85,11.87,10.22,0.0
GENUSPOWER,Genus Power Infrastructures Limited,13.81,-0.61,-11.08,-7.29,-11.2
GEOJITFSL,Geojit Financial Services Limited,-3.2,-2.22,0.67,0.16,0.0
GESHIP,The Great Eastern Shipping Company Limited,-27.58,3.89,8.72,4.45,-1.5
GFLLIMITED,GFL Limited,24.04,-8.55,-14.39,-11.05,0.0
GFSTEELS,Grand Foundry Limited,-1.1,-11.95,0.06,-0.18,0.0
GHCL,GHCL Limited,13.28,-12.32,-3.05,-2.49,0.0
GHCLTEXTIL,GHCL Textiles Limited,-21.53,16.96,6.33,0.88,0.0
GICHSGFIN,GIC Housing Finance Limited,-0.42,-7.57,7.97,4.28,-5.4
GICL,Globe International Carriers Limited,17.07,3.88,-13.76,-12.57,0.0
GICRE,General Insurance Corporation of India,18.22,-8.86,-7.74,-7.22,0.0
GILLANDERS,Gillanders Arbuthnot & Company Limited,9.23,-1.14,-11.67,-8.71,0.0
GILLETTE,Gillette India Limited,10.21,2.15,-6.55,-5.26,0.0
GINNIFILA,Ginni Filaments Limited,-15.3,8.63,8.83,6.8,-3.2
GIPCL,Gujarat Industries Power Company Limited,-21.71,6.6,4.29,1.15,-13.1
GKENERGY,GK Energy Limited,-1.49,8.49,3.1,1.7,0.0
GKSL,Gujarat Kidney And Super Speciality Limited,14.23,3.34,-10.93,-6.06,0.0
GKWLIMITED,GKW Limited,1.56,9.62,-11.33,-6.68,0.0
GLAND,Gland Pharma Limited,0.81,-2.53,-0.53,-4.85,0.0
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,-13.33,8.4,6.57,6.57,1.5
GLENMARK,Glenmark Pharmaceuticals Limited,0.86,-1.48,-6.79,-5.91,0.0
GLFL,Gujarat Lease Financing Limited,6.89,-5.28,-5.32,-4.64,0.0
GLOBAL,Global Education Limited,-5.51,-1.63,4.3,5.33,0.0
GLOBALE,Globale Tessile Limited,-22.38,6.68,13.37,10.58,0.0
GLOBALVECT,Global Vectra Helicorp Limited,-8.19,9.97,0.37,2.44,0.0
GLOBE,GLOBE ENTERPRISES (INDIA) LIMITED,22.46,-4.27,-12.27,-11.73,-8.1
GLOBECIVIL,Globe Civil Projects Limited,7.65,2.04,0.01,1.24,0.0
GLOBUSSPR,Globus Spirits Limited,17.96,-2.15,-5.9,-5.19,-14.8
GLOSTERLTD,Gloster Limited,-10.88,-6.25,1.78,0.08,-10.7
GLOTTIS,Glottis Limited,-8.57,-11.26,9.46,7.69,0.0
GMBREW,GM Breweries Limited,-14.0,15.57,13.27,6.72,0.0
GMDCLTD,Gujarat Mineral Development Corporation Limited,-5.62,4.55,1.13,-1.66,0.0
GMMPFAUDLR,GMM Pfaudler Limited,1.84,-3.51,8.93,3.89,0.0
GMRAIRPORT,GMR AIRPORTS LIMITED,-5.25,-4.75,7.73,5.56,0.0
GMRP&UI,GMR Power and Urban Infra Limited,5.66,7.97,-1.66,-1.37,0.0
GNA,GNA Axles Limited,20.08,-8.53,1.51,-1.42,0.0
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,-1.47,3.76,-2.55,-2.82,12.2
GNRL,Gujarat Natural Resources Limited,4.98,-1.2,-0.96,-1.04,0.0
GOACARBON,Goa Carbon Limited,2.17,4.67,-0.66,-0.94,8.5
GOCLCORP,GOCL Corporation Limited,6.09,0.65,-3.08,-1.03,2.1
GOCOLORS,Go Fashion (India) Limited,5.99,-5.43,-1.75,-1.69,-12.6
GODAVARIB,Godavari Biorefineries Limited,-0.62,-0.91,7.35,7.91,0.0
GODFRYPHLP,Godfrey Phillips India Limited,2.85,12.41,-16.18,-6.44,6.2
GODIGIT,Go Digit General Insurance Limited,-6.89,7.92,1.35,1.81,0.0
GODREJAGRO,Godrej Agrovet Limited,7.86,16.52,-13.13,-5.11,0.0
GODREJCP,Godrej Consumer Products Limited,-6.4,-1.27,5.38,7.44,4.9
GODREJIND,Godrej Industries Limited,-27.58,6.29,3.56,1.98,0.0
GODREJPROP,Godrej Properties Limited,-23.08,18.86,-3.56,-5.4,0.0
GOKEX,Gokaldas Exports Limited,-17.56,4.48,7.97,5.32,13.1
GOKUL,Gokul Refoils and Solvent Limited,-17.27,2.39,13.95,7.4,0.0
GOKULAGRO,Gokul Agro Resources Limited,-9.88,11.09,1.35,2.0,0.0
GOLDENTOBC,Golden Tobacco Limited,9.35,-14.78,-5.23,-1.82,9.0
GOLDIAM,Goldiam International Limited,0.99,5.77,-1.9,-1.19,0.0
GOLDTECH,AION-TECH SOLUTIONS LIMITED,14.53,-2.18,-0.69,-1.41,0.0
GOODLUCK,Goodluck India Limited,-7.32,7.93,0.84,0.44,0.0
GOODYEAR,Goodyear India Limited,-9.55,8.85,14.12,7.71,-11.5
GOPAL,Gopal Snacks Limited,10.55,-1.34,3.05,1.35,0.0
GOYALALUM,Goyal Aluminiums Limited,11.13,-6.26,-3.75,0.02,0.0
GPIL,Godawari Power And Ispat limited,5.66,-10.67,-0.38,3.26,0.0
GPPL,Gujarat Pipavav Port Limited,15.32,-13.69,3.8,3.62,0.0
GPTHEALTH,GPT Healthcare Limited,-10.94,0.48,3.12,4.42,0.0
GPTINFRA,GPT Infraprojects Limited,-11.62,8.5,-0.16,-0.24,0.0
GRADIENTE,Gradiente Infotainment Limited,-14.25,16.49,3.09,2.68,-2.9
GRANDOAK,Grand Oak Canyons Distillery Limited,4.38,-17.73,1.87,-1.76,0.0
GRANULES,Granules India Limited,-16.2,9.43,-4.33,0.88,-11.0
GRAPHITE,Graphite India Limited,-11.95,11.75,-1.48,-0.5,0.0
GRASIM,Grasim Industries Limited,7.61,1.84,-2.6,-4.3,0.0
GRAUWEIL,Grauer & Weil India Limited,8.23,-0.78,-6.2,-5.23,0.0
GRAVISSHO,Graviss Hospitality Limited,-1.66,5.24,-4.58,-3.45,0.0
GRAVITA,Gravita India Limited,-1.48,14.1,-6.39,-3.51,0.0
GREAVESCOT,Greaves Cotton Limited,9.06,-14.74,0.46,-0.42,0.0
GREENLAM,Greenlam Industries Limited,-12.89,3.71,-5.45,-2.04,9.8
GREENPANEL,Greenpanel Industries Limited,13.1,0.69,-3.64,-1.9,0.0
GREENPLY,Greenply Industries Limited,-11.74,14.75,0.39,3.0,0.0
GREENPOWER,Orient Green Power Company Limited,-9.25,3.69,-6.97,-7.0,0.0
GRINDWELL,Grindwell Norton Limited,-2.98,0.86,-0.34,-2.67,-10.3
GRINFRA,G R Infraprojects Limited,-9.0,3.53,-1.4,-1.85,-10.8
GRMOVER,GRM Overseas Limited,-20.1,10.52,2.7,-0.98,0.0
GROBTEA,The Grob Tea Company Limited,-4.84,5.32,-3.25,-2.75,0.0
GROWW,Billionbrains Garage Ventures Limited,-6.13,-4.48,16.98,9.49,0.0
GRPLTD,GRP Limited,-8.08,-4.27,13.65,7.57,14.4
GRSE,Garden Reach Shipbuilders & Engineers Limited,-6.19,-14.45,15.06,10.62,0.0
GRWRHITECH,Garware Hi-Tech Films Limited,-4.52,-6.81,3.82,3.38,0.0
GSFC,Gujarat State Fertilizers & Chemicals Limited,14.09,-21.39,9.76,7.2,0.0
GSLSU,Global Surfaces Limited,10.56,-1.89,-8.82,-7.78,0.0
GSPCROP,GSP Crop Science Limited,-12.88,5.47,3.75,6.06,2.8
GSS,GSS Infotech Limited,-9.96,4.33,16.08,12.65,0.0
GTECJAINX,G-TEC JAINX EDUCATION LIMITED,-4.02,-0.87,2.24,1.5,0.0
GTL,GTL Limited,7.8,-19.82,8.19,2.55,0.0
GTLINFRA,GTL Infrastructure Limited,-10.44,7.14,0.53,1.01,0.0
GTPL,GTPL Hathway Limited,-4.85,-13.07,5.74,4.51,0.0
GUFICBIO,Gufic Biosciences Limited,8.92,-17.1,0.42,0.47,0.0
GUJALKALI,Gujarat Alkalies and Chemicals Limited,-1.54,3.93,0.4,-2.06,0.0
GUJAPOLLO,Gujarat Apollo Industries Limited,1.76,-7.26,-2.31,-1.17,-14.2
GUJENERGY,GUJARAT ENERGY LIMITED,19.42,3.42,-16.46,-12.4,0.0
GUJRAFFIA,Gujarat Raffia Industries Limited,12.63,-7.26,-6.8,-8.0,-13.2
GUJTHEM,Gujarat Themis Biosyn Limited,35.36,-12.82,-14.11,-11.02,7.0
GULFOILLUB,Gulf Oil Lubricants India Limited,6.93,-11.72,14.9,6.43,12.1
GULFPETRO,GP Petroleums Limited,6.54,-1.78,-0.25,-1.44,0.0
GULPOLY,Gulshan Polyols Limited,-1.13,-8.93,6.26,2.77,0.0
GVKPIL,GVK Power & Infrastructure Limited,-9.03,3.77,1.05,1.62,0.0
GVPIL,GE Power India Limited,-11.39,12.39,0.04,-2.25,0.0
GVPTECH,GVP Infotech Limited,3.07,9.39,-12.18,-5.97,-10.3
GVT&D,GE Vernova T&D India Limited,-10.85,-7.29,10.03,3.85,10.3
HAL,Hindustan Aeronautics Limited,-17.36,1.42,12.26,9.93,0.0
HALDER,Halder Venture Limited,-1.07,0.95,-6.96,-5.36,0.0
HALDYNGL,Haldyn Glass Limited,16.45,-11.99,1.33,2.51,0.0
HALEOSLABS,HALEOS LABS LIMITED,-17.16,-3.95,6.0,3.65,-3.3
HAPPSTMNDS,Happiest Minds Technologies Limited,-14.67,15.89,9.15,3.43,0.0
HAPPYFORGE,Happy Forgings Limited,-0.44,10.28,-10.68,-8.2,0.0
HARDWYN,Hardwyn India Limited,3.63,-0.89,10.96,7.06,0.0
HARIOMPIPE,Hariom Pipe Industries Limited,0.53,0.32,4.84,5.28,0.0
HARRMALAYA,Harrisons  Malayalam Limited,3.89,4.71,7.45,7.84,0.0
HARSHA,Harsha Engineers International Limited,-13.85,-3.68,13.13,6.19,0.0
HATHWAY,Hathway Cable & Datacom Limited,-24.27,6.81,6.6,6.61,0.0
HATSUN,Hatsun Agro Product Limited,-1.86,-6.16,-1.83,0.76,0.0
HAVELLS,Havells India Limited,-14.38,3.11,6.72,4.08,0.0
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,20.82,-4.91,-10.37,-5.23,-5.7
HAWKINCOOK,Hawkins Cookers Limited,7.79,0.53,-6.99,-2.24,0.0
HBESD,HB Estate Developers Limited,14.16,-12.09,-2.93,-2.86,0.0
HBLENGINE,HBL Engineering Limited,-0.34,3.57,-5.15,-6.82,0.0
HBSL,HB Stockholdings Limited,-4.41,-2.58,-3.39,-0.16,2.3
HCC,Hindustan Construction Company Limited,-3.01,-10.18,-4.66,-1.55,0.0
HCG,Healthcare Global Enterprises Limited,-10.44,-13.52,12.43,10.0,-9.3
HCL-INSYS,HCL Infosystems Limited,-4.33,-5.44,10.61,8.37,6.8
HCLTECH,HCL Technologies Limited,5.78,2.8,-1.6,0.02,0.0
HDBFS,HDB Financial Services Limited,7.85,-14.45,6.38,4.71,0.0
HDFCAMC,HDFC Asset Management Company Limited,-2.22,18.88,-12.67,-5.9,0.0
HDFCBANK,HDFC Bank Limited,17.59,-3.11,-14.21,-8.87,0.0
HDFCLIFE,HDFC Life Insurance Company Limited,-2.33,-9.58,6.33,3.29,0.0
HDIL,Housing Development and Infrastructure Limited,32.23,-5.93,-15.21,-10.67,-12.8
HEADSUP,Heads UP Ventures Limited,-4.76,-4.69,2.94,-1.77,0.0
HEALTHX,Health X Platform Limited,-1.25,-0.98,8.03,6.17,0.0
HECPROJECT,HEC Infra Projects Limited,-8.04,6.57,-3.25,-2.99,13.2
HEG,HEG Limited,0.31,-8.1,11.21,5.35,-0.4
HEIDELBERG,HeidelbergCement India Limited,0.14,3.46,-10.21,-2.73,0.0
HEMIPROP,Hemisphere Properties India Limited,9.93,5.74,-8.56,-3.39,0.0
HERANBA,Heranba Industries Limited,-26.21,2.41,9.38,3.41,-12.2
HERITGFOOD,Heritage Foods Limited,2.05,10.2,-6.24,-4.19,7.1
HEROMOTOCO,Hero MotoCorp Limited,4.13,-6.68,4.09,1.29,0.0
HESTERBIO,Hester Biosciences Limited,13.82,8.16,-10.36,-7.59,7.7
HEXAGON,Hexagon Nutrition Limited,-2.63,9.43,-4.42,-3.83,0.0
HEXATRADEX,Hexa Tradex Limited,8.21,-8.52,1.09,-2.53,0.0
HEXT,Hexaware Technologies Limited,-5.03,3.05,0.94,1.46,0.0
HFCL,HFCL Limited,-1.81,7.56,-1.56,-5.35,4.4
HGINFRA,H.G. Infra Engineering Limited,-6.12,-7.75,4.12,-0.27,0.0
HGM,HandsOn Global Management (HGM) Limited,-0.65,3.68,-4.33,-1.89,0.0
HGS,Hinduja Global Solutions Limited,-4.82,10.5,-3.62,-0.69,12.4
HIKAL,Hikal Limited,0.92,0.27,-6.67,-4.51,2.1
HILINFRA,Highway Infrastructure Limited,1.33,-1.21,-0.73,0.79,0.0
HILTON,Hilton Metal Forging Limited,6.78,-6.14,2.87,0.54,0.0
HIMATSEIDE,Himatsingka Seide Limited,-11.41,-7.54,4.8,4.85,0.0
HINDALCO,Hindalco Industries Limited,-13.39,7.68,-0.29,-2.62,0.0
HINDCOMPOS,Hindustan Composites Limited,-4.72,8.92,-8.61,-7.85,0.0
HINDCON,Hindcon Chemicals Limited,6.93,-3.13,-2.0,-0.09,4.9
HINDCOPPER,Hindustan Copper Limited,-30.33,16.41,10.81,7.22,0.0
HINDOILEXP,Hindustan Oil Exploration Company Limited,-14.77,4.43,-7.02,-8.86,11.5
HINDPETRO,Hindustan Petroleum Corporation Limited,3.36,0.65,-0.48,-2.59,0.0
HINDUNILVR,Hindustan Unilever Limited,-7.8,-9.92,5.4,4.93,0.0
HINDWAREAP,Hindware Home Innovation Limited,7.36,-18.39,7.83,6.22,0.0
HINDZINC,Hindustan Zinc Limited,14.23,-16.01,-4.29,-3.09,0.0
HIRECT,Hind Rectifiers Limited,14.88,-4.13,-3.58,-4.07,0.0
HISARMETAL,Hisar Metal Industries Limited,-14.88,6.05,12.47,9.85,-3.0
HITECH,Hi-Tech Pipes Limited,-12.01,19.02,-11.71,-7.03,0.0
HITECHCORP,Hitech Corporation Limited,10.61,-6.18,5.71,3.18,0.0
HITECHGEAR,The Hi-Tech Gears Limited,5.24,-9.81,3.37,5.39,0.0
HLEGLAS,HLE Glascoat Limited,-5.76,5.43,1.05,0.72,0.0
HLVLTD,HLV LIMITED,-0.56,3.65,-7.56,-4.61,4.0
HMAAGRO,HMA Agro Industries Limited,-10.68,-3.72,6.99,5.58,-7.5
HMT,HMT Limited,14.27,-2.8,-5.52,-2.71,0.0
HMVL,Hindustan Media Ventures Limited,-7.41,-9.2,4.06,4.95,0.0
HNDFDS,Hindustan Foods Limited,-4.71,-4.83,14.21,12.79,0.0
HOMEFIRST,Home First Finance Company India Limited,21.79,-10.74,0.59,-0.9,-13.4
HONASA,Honasa Consumer Limited,-14.91,3.28,10.03,8.34,0.0
HONAUT,Honeywell Automation India Limited,-6.46,7.4,-3.68,-0.48,0.0
HONDAPOWER,Honda India Power Products Limited,4.65,-2.08,4.38,6.73,0.0
HPAL,HP Adhesives Limited,-19.83,14.56,19.78,11.11,0.0
HPIL,Hindprakash Industries Limited,6.96,-5.0,-9.56,-9.85,0.0
HPL,HPL Electric & Power Limited,6.92,-0.01,1.45,1.44,0.0
HSCL,Himadri Speciality Chemical Limited,-10.82,-11.92,10.88,5.87,13.5
HTMEDIA,HT Media Limited,-0.38,-3.71,-0.97,-2.25,0.0
HUBTOWN,Hubtown Limited,-4.48,17.48,-8.61,-5.84,0.0
HUDCO,Housing & Urban Development Corporation Limited,1.12,-12.43,10.8,8.8,0.0
HUHTAMAKI,Huhtamaki India Limited,2.53,-1.48,-4.88,-7.05,0.0
HYBRIDFIN,Hybrid Financial Services Limited,0.57,1.22,6.74,6.72,-3.6
HYUNDAI,Hyundai Motor India Limited,12.74,-6.34,-3.88,0.4,0.0
IBULLSLTD,Indiabulls Limited,17.8,-6.75,-14.11,-10.93,0.0
ICDSLTD,ICDS Limited,-9.26,-2.22,12.15,5.59,7.9
ICEMAKE,Ice Make Refrigeration Limited,25.14,-11.78,-6.77,-3.05,0.0
ICICIAMC,ICICI Prudential Asset Management Company Limited,23.35,-12.71,-11.28,-8.71,0.0
ICICIBANK,ICICI Bank Limited,-19.88,7.1,6.73,5.42,10.6
ICICIGI,ICICI Lombard General Insurance Company Limited,-11.71,12.9,2.93,1.89,0.0
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,11.31,-9.13,-11.06,-7.93,-13.1
ICIL,Indo Count Industries Limited,8.44,-8.39,-8.43,-4.44,0.0
ICRA,ICRA Limited,-13.05,-7.69,6.28,5.44,0.0
IDBI,IDBI Bank Limited,1.27,-16.2,6.78,5.53,0.0
IDEA,Vodafone Idea Limited,7.01,-5.99,6.21,6.12,0.0
IDEAFORGE,Ideaforge Technology Limited,3.09,-3.17,-3.55,-2.47,-9.0
IDFCFIRSTB,IDFC First Bank Limited,-14.72,1.25,19.37,16.06,0.0
IEX,Indian Energy Exchange Limited,3.58,-9.51,4.99,1.97,0.0
IFBAGRO,IFB Agro Industries Limited,14.0,-8.84,6.58,5.4,0.0
IFBIND,IFB Industries Limited,-31.79,17.59,-0.36,-0.5,0.0
IFCI,IFCI Limited,-4.76,5.13,7.01,4.0,0.0
IFGLEXPOR,IFGL Refractories Limited,17.39,-3.05,-5.1,-2.02,0.0
IGARASHI,Igarashi Motors India Limited,14.6,2.05,-14.54,-11.86,0.0
IGCL,Indogulf Cropsciences Limited,3.69,9.45,-12.55,-9.67,0.0
IGIL,International Gemological Institute Limited,0.78,3.17,-5.6,-4.94,0.0
IGL,Indraprastha Gas Limited,8.51,-16.41,2.2,-3.23,0.0
IGPL,IG Petrochemicals Limited,17.24,-16.58,-6.87,-3.33,0.0
IIFL,IIFL Finance Limited,-8.91,-1.97,-8.07,-5.89,-7.1
IIFLCAPS,IIFL Capital Services Limited,-9.8,0.6,3.82,-2.31,6.5
IITL,Industrial Investment Trust Limited,8.51,-14.59,2.67,-2.16,0.0
IKIO,IKIO Technologies Limited,4.03,7.61,-9.39,-8.66,0.0
IKS,Inventurus Knowledge Solutions Limited,-5.16,0.0,7.16,4.65,5.5
IL&FSENGG,IL&FS Engineering and Construction Company Limited,-6.24,4.21,7.1,4.19,6.2
IL&FSTRANS,IL&FS Transportation Networks Limited,-2.67,2.75,2.46,3.75,0.0
IMAGICAA,Imagicaaworld Entertainment Limited,9.39,-8.06,7.85,7.38,0.0
IMFA,Indian Metals & Ferro Alloys Limited,12.18,-14.56,-2.68,-0.78,0.0
IMPAL,India Motor Parts and Accessories Limited,4.39,-4.99,2.42,1.74,0.0
IMPEXFERRO,Impex Ferro Tech Limited,3.12,-1.02,1.89,3.64,0.0
INA,Insolation Energy Limited,6.01,-1.88,7.08,4.84,6.0
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,2.55,18.46,-19.09,-15.55,3.8
INDBANK,Indbank Merchant Banking Services Limited,-0.16,-0.65,1.17,-1.24,3.2
INDGN,Indegene Limited,0.07,-10.08,16.28,14.0,0.0
INDHOTEL,The Indian Hotels Company Limited,-15.71,14.77,-6.22,-6.12,-1.0
INDIACEM,The India Cements Limited,11.61,4.35,-4.12,-5.0,0.0
INDIAGLYCO,India Glycols Limited,25.5,1.52,-9.3,-4.8,0.0
INDIAMART,Indiamart Intermesh Limited,-14.05,9.52,6.64,3.64,0.0
INDIANB,Indian Bank,-1.4,-6.25,5.08,2.84,0.0
INDIANCARD,Indian Card Clothing Company Limited,2.62,5.96,0.99,-0.74,0.0
INDIANHUME,Indian Hume Pipe Company Limited,11.38,0.41,-10.91,-8.64,0.0
INDIASHLTR,India Shelter Finance Corporation Limited,-8.49,-5.65,12.68,7.74,0.0
INDIGO,InterGlobe Aviation Limited,-1.93,-6.56,12.72,8.33,8.5
INDIGOPNTS,Indigo Paints Limited,12.08,-1.3,-9.79,-9.89,0.0
INDIQUBE,Indiqube Spaces Limited,2.94,-9.29,5.4,4.25,0.0
INDNIPPON,India Nippon Electricals Limited,14.09,0.87,-7.9,-3.82,8.3
INDOAMIN,Indo Amines Limited,-21.38,5.63,2.63,3.07,0.0
INDOBORAX,Indo Borax & Chemicals Limited,-0.82,-1.46,17.77,12.35,0.0
INDOCO,Indoco Remedies Limited,-0.87,-16.22,12.39,4.81,-0.7
INDOFARM,Indo Farm Equipment Limited,13.56,-10.14,-0.73,-0.84,7.9
INDORAMA,Indo Rama Synthetics (India) Limited,3.4,-6.75,-8.73,-4.25,0.0
INDOSTAR,IndoStar Capital Finance Limited,-5.84,3.35,-1.54,-2.78,0.0
INDOTECH,Indo Tech Transformers Limited,2.64,2.62,-12.08,-12.29,0.0
INDOTHAI,Indo Thai Securities Limited,-3.11,7.87,-0.27,0.42,6.5
INDOUS,Indo Us Biotech Limited,0.89,-7.85,16.23,14.6,13.6
INDOWIND,Indowind Energy Limited,-17.08,7.82,11.06,8.48,0.0
