Symbol,Company Name,Promoter Delta %,FII Delta %,DII Delta %,Mutual Fund Delta %,Pledge Delta %
IVALUE,Ivalue Infosolutions Limited,0.0,0.0,0.0,0.0,0.0
IVC,IL&FS Investment Managers Limited,0.0,0.0,0.0,0.0,0.0
IVP,IVP Limited,0.0,0.0,0.0,0.0,0.0
IWP,The Indian Wood Products Company Limited,0.0,0.0,0.0,0.0,0.0
IXIGO,Le Travenues Technology Limited,0.0,0.0,0.0,0.0,0.0
IZMO,IZMO Limited,0.0,0.0,0.0,0.0,0.0
J&KBANK,The Jammu & Kashmir Bank Limited,0.0,0.0,0.0,0.0,0.0
JAGRAN,Jagran Prakashan Limited,0.0,0.0,0.0,0.0,0.0
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,0.0,0.0,0.0,0.0,0.0
JAIBALAJI,Jai Balaji Industries Limited,0.0,0.0,0.0,0.0,0.0
JAICORPLTD,Jai Corp Limited,0.0,0.0,0.0,0.0,0.0
JAINREC,Jain Resource Recycling Limited,0.0,0.0,0.0,0.0,0.0
JAIPURKURT,Nandani Creation Limited,0.0,0.0,0.0,0.0,0.0
JAMNAAUTO,Jamna Auto Industries Limited,0.0,0.0,0.0,0.0,0.0
JARO,Jaro Institute of Technology Management and Research Limited,0.0,0.0,0.0,0.0,0.0
JASH,Jash Engineering Limited,0.0,0.0,0.0,0.0,0.0
JAYAGROGN,Jayant Agro Organics Limited,0.0,0.0,0.0,0.0,0.0
JAYBARMARU,Jay Bharat Maruti Limited,0.0,0.0,0.0,0.0,0.0
JAYKAY,Jaykay Enterprises Limited,0.0,0.0,0.0,0.0,0.0
JAYNECOIND,Jayaswal Neco Industries Limited,0.0,0.0,0.0,0.0,0.0
JAYSREETEA,Jayshree Tea & Industries Limited,0.0,0.0,0.0,0.0,0.0
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,0.0,0.0,0.0,0.0,0.0
JBMA,JBM Auto Limited,0.0,0.0,0.0,0.0,0.0
JETFREIGHT,Jet Freight Logistics Limited,0.0,0.0,0.0,0.0,0.0
JGCHEM,J.G.Chemicals Limited,0.0,0.0,0.0,0.0,0.0
JHS,JHS Svendgaard Laboratories Limited,0.0,0.0,0.0,0.0,0.0
JINDALPHOT,Jindal Photo Limited,0.0,0.0,0.0,0.0,0.0
JINDALPOLY,Jindal Poly Films Limited,0.0,0.0,0.0,0.0,0.0
JINDALSAW,Jindal Saw Limited,0.0,0.0,0.0,0.0,0.0
JINDALSTEL,JINDAL STEEL LIMITED,0.0,0.0,0.0,0.0,0.0
JINDRILL,Jindal Drilling And Industries Limited,0.0,0.0,0.0,0.0,0.0
JINDWORLD,Jindal Worldwide Limited,0.0,0.0,0.0,0.0,0.0
JIOFIN,Jio Financial Services Limited,0.0,0.0,0.0,0.0,0.0
JISLDVREQS,Jain Irrigation Systems Limited,0.0,0.0,0.0,0.0,0.0
JISLJALEQS,Jain Irrigation Systems Limited,0.0,0.0,0.0,0.0,0.0
JITFINFRA,JITF Infralogistics Limited,0.0,0.0,0.0,0.0,0.0
JKCEMENT,JK Cement Limited,0.0,0.0,0.0,0.0,0.0
JKIL,J.Kumar Infraprojects Limited,0.0,0.0,0.0,0.0,0.0
JKIPL,Jinkushal Industries Limited,0.0,0.0,0.0,0.0,0.0
JKLAKSHMI,JK Lakshmi Cement Limited,0.0,0.0,0.0,0.0,0.0
JKPAPER,JK Paper Limited,0.0,0.0,0.0,0.0,0.0
JKTYRE,JK Tyre & Industries Limited,0.0,0.0,0.0,0.0,0.0
JLHL,Jupiter Life Line Hospitals Limited,0.0,0.0,0.0,0.0,0.0
JMA,Jullundur Motor Agency (Delhi) Limited,0.0,0.0,0.0,0.0,0.0
JMFINANCIL,JM Financial Limited,0.0,0.0,0.0,0.0,0.0
JNKINDIA,JNK India Limited,0.0,0.0,0.0,0.0,0.0
JOCIL,Jocil Limited,0.0,0.0,0.0,0.0,0.0
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,0.0,0.0,0.0,0.0,0.0
JPPOWER,Jaiprakash Power Ventures Limited,0.0,0.0,0.0,0.0,0.0
JSFB,Jana Small Finance Bank Limited,0.0,0.0,0.0,0.0,0.0
JSL,Jindal Stainless Limited,0.0,0.0,0.0,0.0,0.0
JSLL,Jeena Sikho Lifecare Limited,0.0,0.0,0.0,0.0,0.0
JSWCEMENT,JSW Cement Limited,0.0,0.0,0.0,0.0,0.0
JSWDULUX,JSW Dulux Limited,0.0,0.0,0.0,0.0,0.0
JSWENERGY,JSW Energy Limited,0.0,0.0,0.0,0.0,0.0
JSWHL,JSW Holdings Limited,0.0,0.0,0.0,0.0,0.0
JSWINFRA,JSW Infrastructure Limited,0.0,0.0,0.0,0.0,0.0
JSWSTEEL,JSW Steel Limited,0.0,0.0,0.0,0.0,0.0
JTEKTINDIA,Jtekt India Limited,0.0,0.0,0.0,0.0,0.0
JTLIND,JTL INDUSTRIES LIMITED,0.0,0.0,0.0,0.0,0.0
JUBLCPL,Jubilant Agri and Consumer Products Limited,0.0,0.0,0.0,0.0,0.0
JUBLFOOD,Jubilant Foodworks Limited,0.0,0.0,0.0,0.0,0.0
JUBLINGREA,Jubilant Ingrevia Limited,0.0,0.0,0.0,0.0,0.0
JUBLPHARMA,Jubilant Pharmova Limited,0.0,0.0,0.0,0.0,0.0
JUNIPER,Juniper Hotels Limited,0.0,0.0,0.0,0.0,0.0
JUSTDIAL,Just Dial Limited,0.0,0.0,0.0,0.0,0.0
JWL,Jupiter Wagons Limited,0.0,0.0,0.0,0.0,0.0
JYOTHYLAB,Jyothy Labs Limited,0.0,0.0,0.0,0.0,0.0
JYOTICNC,Jyoti CNC Automation Limited,0.0,0.0,0.0,0.0,0.0
JYOTISTRUC,Jyoti Structures Limited,0.0,0.0,0.0,0.0,0.0
KABRAEXTRU,Kabra Extrusion Technik Limited,0.0,0.0,0.0,0.0,0.0
KAJARIACER,Kajaria Ceramics Limited,0.0,0.0,0.0,0.0,0.0
KAKATCEM,Kakatiya Cement Sugar & Industries Limited,0.0,0.0,0.0,0.0,0.0
KALAMANDIR,Sai Silks (Kalamandir) Limited,0.0,0.0,0.0,0.0,0.0
KALPATARU,Kalpataru Limited,0.0,0.0,0.0,0.0,0.0
KALYANI,Kalyani Commercials Limited,0.0,0.0,0.0,0.0,0.0
KALYANIFRG,Kalyani Forge Limited,0.0,0.0,0.0,0.0,0.0
KALYANKJIL,Kalyan Jewellers India Limited,0.0,0.0,0.0,0.0,0.0
KAMAHOLD,Kama Holdings Limited,0.0,0.0,0.0,0.0,0.0
KAMATHOTEL,Kamat Hotels (I) Limited,0.0,0.0,0.0,0.0,0.0
KAMDHENU,Kamdhenu Limited,0.0,0.0,0.0,0.0,0.0
KAMOPAINTS,Kamdhenu Ventures Limited,0.0,0.0,0.0,0.0,0.0
KANANIIND,Kanani Industries Limited,0.0,0.0,0.0,0.0,0.0
KANCHI,Kanchi Karpooram Limited,0.0,0.0,0.0,0.0,0.0
KANORICHEM,Kanoria Chemicals & Industries Limited,0.0,0.0,0.0,0.0,0.0
KANPRPLA,Kanpur Plastipack Limited,0.0,0.0,0.0,0.0,0.0
KANSAINER,Kansai Nerolac Paints Limited,0.0,0.0,0.0,0.0,0.0
KAPSTON,Kapston Services Limited,0.0,0.0,0.0,0.0,0.0
KARMAENG,Karma Energy Limited,0.0,0.0,0.0,0.0,0.0
KARURVYSYA,Karur Vysya Bank Limited,0.0,0.0,0.0,0.0,0.0
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,0.0,0.0,0.0,0.0,0.0
KAVDEFENCE,Kavveri Defence & Wireless Technologies Limited,0.0,0.0,0.0,0.0,0.0
KAYA,Kaya Limited,0.0,0.0,0.0,0.0,0.0
KAYNES,Kaynes Technology India Limited,0.0,0.0,0.0,0.0,0.0
KCP,KCP Limited,0.0,0.0,0.0,0.0,0.0
KCPSUGIND,KCP Sugar and Industries Corporation Limited,0.0,0.0,0.0,0.0,0.0
KDDL,KDDL Limited,0.0,0.0,0.0,0.0,0.0
KEC,KEC International Limited,0.0,0.0,0.0,0.0,0.0
KECL,Kirloskar Electric Company Limited,0.0,0.0,0.0,0.0,0.0
KEEPLEARN,DSJ Keep Learning Limited,0.0,0.0,0.0,0.0,0.0
KEI,KEI Industries Limited,0.0,0.0,0.0,0.0,0.0
KELLTONTEC,Kellton Tech Solutions Limited,0.0,0.0,0.0,0.0,0.0
KENNAMET,Kennametal India Limited,0.0,0.0,0.0,0.0,0.0
KERNEX,Kernex Microsystems (India) Limited,0.0,0.0,0.0,0.0,0.0
KESORAMIND,Kesoram Industries Limited,0.0,0.0,0.0,0.0,0.0
KEYFINSERV,Keynote Financial Services Limited,0.0,0.0,0.0,0.0,0.0
KFINTECH,Kfin Technologies Limited,0.0,0.0,0.0,0.0,0.0
KHADIM,Khadim India Limited,0.0,0.0,0.0,0.0,0.0
KHAICHEM,Khaitan Chemicals & Fertilizers Limited,0.0,0.0,0.0,0.0,0.0
KHAITANLTD,Khaitan (India) Limited,0.0,0.0,0.0,0.0,0.0
KHANDSE,Khandwala Securities Limited,0.0,0.0,0.0,0.0,0.0
KICL,Kalyani Investment Company Limited,0.0,0.0,0.0,0.0,0.0
KILITCH,Kilitch Drugs (India) Limited,0.0,0.0,0.0,0.0,0.0
KIMS,Krishna Institute of Medical Sciences Limited,0.0,0.0,0.0,0.0,0.0
KINGFA,Kingfa Science & Technology (India) Limited,0.0,0.0,0.0,0.0,0.0
KIOCL,KIOCL Limited,0.0,0.0,0.0,0.0,0.0
KIRANVYPAR,Kiran Vyapar Limited,0.0,0.0,0.0,0.0,0.0
KIRIINDUS,Kiri Industries Limited,0.0,0.0,0.0,0.0,0.0
KIRLFER,Kirloskar Ferrous Industries Limited,0.0,0.0,0.0,0.0,0.0
KIRLOSBROS,Kirloskar Brothers Limited,0.0,0.0,0.0,0.0,0.0
KIRLOSENG,Kirloskar Oil Engines Limited,0.0,0.0,0.0,0.0,0.0
KIRLOSIND,Kirloskar Industries Limited,0.0,0.0,0.0,0.0,0.0
KIRLPNU,Kirloskar Pneumatic Company Limited,0.0,0.0,0.0,0.0,0.0
KISSHT,OnEMI Technology Solutions Limited,0.0,0.0,0.0,0.0,0.0
KITEX,Kitex Garments Limited,0.0,0.0,0.0,0.0,0.0
KKCL,Kewal Kiran Clothing Limited,0.0,0.0,0.0,0.0,0.0
KLBRENG-B,Kilburn Engineering Limited,0.0,0.0,0.0,0.0,0.0
KMEW,Knowledge Marine & Engineering Works Limited,0.0,0.0,0.0,0.0,0.0
KMSUGAR,K.M.Sugar Mills Limited,0.0,0.0,0.0,0.0,0.0
KNAGRI,KN Agri Resources Limited,0.0,0.0,0.0,0.0,0.0
KNRCON,KNR Constructions Limited,0.0,0.0,0.0,0.0,0.0
KOHINOOR,Kohinoor Foods Limited,0.0,0.0,0.0,0.0,0.0
KOKUYOCMLN,Kokuyo Camlin Limited,0.0,0.0,0.0,0.0,0.0
KOLTEPATIL,Kolte - Patil Developers Limited,0.0,0.0,0.0,0.0,0.0
KOPRAN,Kopran Limited,0.0,0.0,0.0,0.0,0.0
KOTAKBANK,Kotak Mahindra Bank Limited,0.0,0.0,0.0,0.0,0.0
KOTARISUG,Kothari Sugars And Chemicals Limited,0.0,0.0,0.0,0.0,0.0
KOTHARIPET,Kothari Petrochemicals Limited,0.0,0.0,0.0,0.0,0.0
KOTHARIPRO,Kothari Products Limited,0.0,0.0,0.0,0.0,0.0
KOTIC,Kothari Industrial Corporation Limited,0.0,0.0,0.0,0.0,0.0
KOTYARK,Kotyark Industries Limited,0.0,0.0,0.0,0.0,0.0
KOVAI,Kovai Medical Center & Hospital Limited,0.0,0.0,0.0,0.0,0.0
KPEL,K.P. Energy Limited,0.0,0.0,0.0,0.0,0.0
KPIGREEN,KPI Green Energy Limited,0.0,0.0,0.0,0.0,0.0
KPIL,Kalpataru Projects International Limited,0.0,0.0,0.0,0.0,0.0
KPITTECH,KPIT Technologies Limited,0.0,0.0,0.0,0.0,0.0
KPL,Kwality Pharmaceuticals Limited,0.0,0.0,0.0,0.0,0.0
KPRMILL,K.P.R. Mill Limited,0.0,0.0,0.0,0.0,0.0
KRBL,KRBL Limited,0.0,0.0,0.0,0.0,0.0
KREBSBIO,Krebs Biochemicals and Industries Limited,0.0,0.0,0.0,0.0,0.0
KRIDHANINF,Kridhan Infra Limited,0.0,0.0,0.0,0.0,0.0
KRISHANA,Krishana Phoschem Limited,0.0,0.0,0.0,0.0,0.0
KRISHIVAL,Krishival Foods Limited,0.0,0.0,0.0,0.0,0.0
KRISHNADEF,Krishna Defence And Allied Industries Limited,0.0,0.0,0.0,0.0,0.0
KRITI,Kriti Industries (India) Limited,0.0,0.0,0.0,0.0,0.0
KRITIKA,Kritika Wires Limited,0.0,0.0,0.0,0.0,0.0
KRITINUT,Kriti Nutrients Limited,0.0,0.0,0.0,0.0,0.0
KRN,KRN Heat Exchanger and Refrigeration Limited,0.0,0.0,0.0,0.0,0.0
KRONOX,Kronox Lab Sciences Limited,0.0,0.0,0.0,0.0,0.0
KROSS,Kross Limited,0.0,0.0,0.0,0.0,0.0
KRSNAA,Krsnaa Diagnostics Limited,0.0,0.0,0.0,0.0,0.0
KRYSTAL,Krystal Integrated Services Limited,0.0,0.0,0.0,0.0,0.0
KSB,Ksb Limited,0.0,0.0,0.0,0.0,0.0
KSCL,Kaveri Seed Company Limited,0.0,0.0,0.0,0.0,0.0
KSHINTL,KSH International Limited,0.0,0.0,0.0,0.0,0.0
KSHITIJPOL,Kshitij Polyline Limited,0.0,0.0,0.0,0.0,0.0
KSL,Kalyani Steels Limited,0.0,0.0,0.0,0.0,0.0
KSOLVES,Ksolves India Limited,0.0,0.0,0.0,0.0,0.0
KSR,KSR Footwear Limited,0.0,0.0,0.0,0.0,0.0
KTKBANK,The Karnataka Bank Limited,0.0,0.0,0.0,0.0,0.0
KUANTUM,Kuantum Papers Limited,0.0,0.0,0.0,0.0,0.0
KWIL,Kwality Wall's (India) Limited,0.0,0.0,0.0,0.0,0.0
LAGNAM,Lagnam Spintex Limited,0.0,0.0,0.0,0.0,0.0
LAHOTIOV,Lahoti Overseas Limited,0.0,0.0,0.0,0.0,0.0
LAKPRE,Lakshmi Precision Screws Limited,0.0,0.0,0.0,0.0,0.0
LAL,Lorenzini Apparels Limited,0.0,0.0,0.0,0.0,0.0
LALPATHLAB,Dr. Lal Path Labs Ltd.,0.0,0.0,0.0,0.0,0.0
LAMBODHARA,Lambodhara Textiles Limited,0.0,0.0,0.0,0.0,0.0
LANCORHOL,Lancor Holdings Limited,0.0,0.0,0.0,0.0,0.0
LANDMARK,Landmark Cars Limited,0.0,0.0,0.0,0.0,0.0
LANDSMILL,Landsmill Green Limited,0.0,0.0,0.0,0.0,0.0
LAOPALA,La Opala RG Limited,0.0,0.0,0.0,0.0,0.0
LASA,Lasa Supergenerics Limited,0.0,0.0,0.0,0.0,0.0
LATENTVIEW,Latent View Analytics Limited,0.0,0.0,0.0,0.0,0.0
LATTEYS,Latteys Industries Limited,0.0,0.0,0.0,0.0,0.0
LAURUSLABS,Laurus Labs Limited,0.0,0.0,0.0,0.0,0.0
LAXMICOT,Laxmi Cotspin Limited,0.0,0.0,0.0,0.0,0.0
LAXMIDENTL,Laxmi Dental Limited,0.0,0.0,0.0,0.0,0.0
LAXMIINDIA,Laxmi India Finance Limited,0.0,0.0,0.0,0.0,0.0
LCCINFOTEC,LCC Infotech Limited,0.0,0.0,0.0,0.0,0.0
LEMERITE,Le Merite Exports Limited,0.0,0.0,0.0,0.0,0.0
LEMONTREE,Lemon Tree Hotels Limited,0.0,0.0,0.0,0.0,0.0
LENSKART,Lenskart Solutions Limited,0.0,0.0,0.0,0.0,0.0
LEXUS,Lexus Granito (India) Limited,0.0,0.0,0.0,0.0,0.0
LFIC,Lakshmi Finance & Industrial Corporation Limited,0.0,0.0,0.0,0.0,0.0
LGBBROSLTD,LG Balakrishnan & Bros Limited,0.0,0.0,0.0,0.0,0.0
LGEINDIA,LG Electronics India Limited,0.0,0.0,0.0,0.0,0.0
LGHL,Laxmi Goldorna House Limited,0.0,0.0,0.0,0.0,0.0
LIBAS,Libas Consumer Products Limited,0.0,0.0,0.0,0.0,0.0
LIBERTSHOE,Liberty Shoes Limited,0.0,0.0,0.0,0.0,0.0
LICHSGFIN,LIC Housing Finance Limited,0.0,0.0,0.0,0.0,0.0
LICI,Life Insurance Corporation Of India,0.0,0.0,0.0,0.0,0.0
LIKHITHA,Likhitha Infrastructure Limited,0.0,0.0,0.0,0.0,0.0
LINC,Linc Limited,0.0,0.0,0.0,0.0,0.0
LINCOLN,Lincoln Pharmaceuticals Limited,0.0,0.0,0.0,0.0,0.0
LINDEINDIA,Linde India Limited,0.0,0.0,0.0,0.0,0.0
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,0.0,0.0,0.0,0.0,0.0
LLOYDSENT,Lloyds Enterprises Limited,0.0,0.0,0.0,0.0,0.0
LLOYDSME,Lloyds Metals And Energy Limited,0.0,0.0,0.0,0.0,0.0
LMW,LMW Limited,0.0,0.0,0.0,0.0,0.0
LODHA,Lodha Developers Limited,0.0,0.0,0.0,0.0,0.0
LOKESHMACH,Lokesh Machines Limited,0.0,0.0,0.0,0.0,0.0
LORDSCHLO,Lords Chloro Alkali Limited,0.0,0.0,0.0,0.0,0.0
LOTUSDEV,Sri Lotus Developers and Realty Limited,0.0,0.0,0.0,0.0,0.0
LOTUSEYE,Lotus Eye Hospital and Institute Limited,0.0,0.0,0.0,0.0,0.0
LOVABLE,Lovable Lingerie Limited,0.0,0.0,0.0,0.0,0.0
LOYALTEX,Loyal Textile Mills Limited,0.0,0.0,0.0,0.0,0.0
LPDC,Landmark Property Development Company Limited,0.0,0.0,0.0,0.0,0.0
LT,Larsen & Toubro Limited,0.0,0.0,0.0,0.0,0.0
LTF,L&T Finance Limited,0.0,0.0,0.0,0.0,0.0
LTFOODS,LT Foods Limited,0.0,0.0,0.0,0.0,0.0
LTM,LTM Limited,0.0,0.0,0.0,0.0,0.0
LTTS,L&T Technology Services Limited,0.0,0.0,0.0,0.0,0.0
LUMAXIND,Lumax Industries Limited,0.0,0.0,0.0,0.0,0.0
LUMAXTECH,Lumax Auto Technologies Limited,0.0,0.0,0.0,0.0,0.0
LUPIN,Lupin Limited,0.0,0.0,0.0,0.0,0.0
LUXIND,Lux Industries Limited,0.0,0.0,0.0,0.0,0.0
LXCHEM,Laxmi Organic Industries Limited,0.0,0.0,0.0,0.0,0.0
LYKALABS,Lyka Labs Limited,0.0,0.0,0.0,0.0,0.0
LYPSAGEMS,Lypsa Gems & Jewellery Limited,0.0,0.0,0.0,0.0,0.0
M&M,Mahindra & Mahindra Limited,0.0,0.0,0.0,0.0,0.0
M&MFIN,Mahindra & Mahindra Financial Services Limited,0.0,0.0,0.0,0.0,0.0
MAANALU,Maan Aluminium Limited,0.0,0.0,0.0,0.0,0.0
MACPOWER,Macpower CNC Machines Limited,0.0,0.0,0.0,0.0,0.0
MADHAV,Madhav Marbles and Granites Limited,0.0,0.0,0.0,0.0,0.0
MADHAVIPL,Madhav Infra Projects Limited,0.0,0.0,0.0,0.0,0.0
MADHUCON,Madhucon Projects Limited,0.0,0.0,0.0,0.0,0.0
MADRASFERT,Madras Fertilizers Limited,0.0,0.0,0.0,0.0,0.0
MAFATIND,Mafatlal Industries Limited,0.0,0.0,0.0,0.0,0.0
MAGADSUGAR,Magadh Sugar & Energy Limited,0.0,0.0,0.0,0.0,0.0
MAGNUM,Magnum Ventures Limited,0.0,0.0,0.0,0.0,0.0
MAHABANK,Bank of Maharashtra,0.0,0.0,0.0,0.0,0.0
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,0.0,0.0,0.0,0.0,0.0
MAHASTEEL,Mahamaya Steel Industries Limited,0.0,0.0,0.0,0.0,0.0
MAHEPC,Mahindra EPC Irrigation Limited,0.0,0.0,0.0,0.0,0.0
MAHESHWARI,Maheshwari Logistics Limited,0.0,0.0,0.0,0.0,0.0
MAHLIFE,Mahindra Lifespace Developers Limited,0.0,0.0,0.0,0.0,0.0
MAHLOG,Mahindra Logistics Limited,0.0,0.0,0.0,0.0,0.0
MAHSCOOTER,Maharashtra Scooters Limited,0.0,0.0,0.0,0.0,0.0
MAHSEAMLES,Maharashtra Seamless Limited,0.0,0.0,0.0,0.0,0.0
MAITHANALL,Maithan Alloys Limited,0.0,0.0,0.0,0.0,0.0
MAJESAUT,Majestic Auto Limited,0.0,0.0,0.0,0.0,0.0
MALLCOM,Mallcom (India) Limited,0.0,0.0,0.0,0.0,0.0
MALUPAPER,Malu Paper Mills Limited,0.0,0.0,0.0,0.0,0.0
MAMATA,Mamata Machinery Limited,0.0,0.0,0.0,0.0,0.0
MANAKALUCO,Manaksia Aluminium Company Limited,0.0,0.0,0.0,0.0,0.0
MANAKCOAT,Manaksia Coated Metals & Industries Limited,0.0,0.0,0.0,0.0,0.0
MANAKSIA,Manaksia Limited,0.0,0.0,0.0,0.0,0.0
MANAKSTEEL,Manaksia Steels Limited,0.0,0.0,0.0,0.0,0.0
MANALIPETC,Manali Petrochemicals Limited,0.0,0.0,0.0,0.0,0.0
MANAPPURAM,Manappuram Finance Limited,0.0,0.0,0.0,0.0,0.0
MANBA,Manba Finance Limited,0.0,0.0,0.0,0.0,0.0
MANCREDIT,Mangal Credit and Fincorp Limited,0.0,0.0,0.0,0.0,0.0
MANGALAM,Mangalam Drugs And Organics Limited,0.0,0.0,0.0,0.0,0.0
MANGLMCEM,Mangalam Cement Limited,0.0,0.0,0.0,0.0,0.0
MANINDS,Man Industries (India) Limited,0.0,0.0,0.0,0.0,0.0
MANINFRA,Man Infraconstruction Limited,0.0,0.0,0.0,0.0,0.0
MANKIND,Mankind Pharma Limited,0.0,0.0,0.0,0.0,0.0
MANOMAY,Manomay Tex India Limited,0.0,0.0,0.0,0.0,0.0
MANORAMA,Manorama Industries Limited,0.0,0.0,0.0,0.0,0.0
MANORG,Mangalam Organics Limited,0.0,0.0,0.0,0.0,0.0
MANUGRAPH,Manugraph India Limited,0.0,0.0,0.0,0.0,0.0
MANYAVAR,Vedant Fashions Limited,0.0,0.0,0.0,0.0,0.0
MAPMYINDIA,C.E. Info Systems Limited,0.0,0.0,0.0,0.0,0.0
MARALOVER,Maral Overseas Limited,0.0,0.0,0.0,0.0,0.0
MARATHON,Marathon Nextgen Realty Limited,0.0,0.0,0.0,0.0,0.0
MARICO,Marico Limited,0.0,0.0,0.0,0.0,0.0
MARINE,Marine Electricals (India) Limited,0.0,0.0,0.0,0.0,0.0
MARKOLINES,Markolines Pavement Technologies Limited,0.0,0.0,0.0,0.0,0.0
MARKSANS,Marksans Pharma Limited,0.0,0.0,0.0,0.0,0.0
MARSONS,Marsons Limited,0.0,0.0,0.0,0.0,0.0
MARUTI,Maruti Suzuki India Limited,0.0,0.0,0.0,0.0,0.0
MASFIN,MAS Financial Services Limited,0.0,0.0,0.0,0.0,0.0
MASKINVEST,Mask Investments Limited,0.0,0.0,0.0,0.0,0.0
MASTEK,Mastek Limited,0.0,0.0,0.0,0.0,0.0
MASTERTR,Master Trust Limited,0.0,0.0,0.0,0.0,0.0
MATRIMONY,Matrimony.Com Limited,0.0,0.0,0.0,0.0,0.0
MAWANASUG,Mawana Sugars Limited,0.0,0.0,0.0,0.0,0.0
MAXESTATES,Max Estates Limited,0.0,0.0,0.0,0.0,0.0
MAXHEALTH,Max Healthcare Institute Limited,0.0,0.0,0.0,0.0,0.0
MAXIND,Max India Limited,0.0,0.0,0.0,0.0,0.0
MAYURUNIQ,Mayur Uniquoters Ltd,0.0,0.0,0.0,0.0,0.0
MAZDA,Mazda Limited,0.0,0.0,0.0,0.0,0.0
MAZDOCK,Mazagon Dock Shipbuilders Limited,0.0,0.0,0.0,0.0,0.0
MBAPL,Madhya Bharat Agro Products Limited,0.0,0.0,0.0,0.0,0.0
MBEL,M & B Engineering Limited,0.0,0.0,0.0,0.0,0.0
MBLINFRA,MBL Infrastructure Limited,0.0,0.0,0.0,0.0,0.0
MCCHRLS-B,Mac Charles India Limited,0.0,0.0,0.0,0.0,0.0
MCL,M TEK COPPER LIMITED,0.0,0.0,0.0,0.0,0.0
MCLEODRUSS,Mcleod Russel India Limited,0.0,0.0,0.0,0.0,0.0
MCLOUD,Magellanic Cloud Limited,0.0,0.0,0.0,0.0,0.0
MCX,Multi Commodity Exchange of India Limited,0.0,0.0,0.0,0.0,0.0
MEDANTA,Global Health Limited,0.0,0.0,0.0,0.0,0.0
MEDIASSIST,Medi Assist Healthcare Services Limited,0.0,0.0,0.0,0.0,0.0
MEDICAMEQ,Medicamen Biotech Limited,0.0,0.0,0.0,0.0,0.0
MEDICO,Medico Remedies Limited,0.0,0.0,0.0,0.0,0.0
MEDPLUS,Medplus Health Services Limited,0.0,0.0,0.0,0.0,0.0
MEESHO,Meesho Limited,0.0,0.0,0.0,0.0,0.0
MEGASTAR,Megastar Foods Limited,0.0,0.0,0.0,0.0,0.0
MEIL,Mangal Electrical Industries Limited,0.0,0.0,0.0,0.0,0.0
MENNPIS,Menon Pistons Limited,0.0,0.0,0.0,0.0,0.0
MENONBE,Menon Bearings Limited,0.0,0.0,0.0,0.0,0.0
MEP,MEP Infrastructure Developers Limited,0.0,0.0,0.0,0.0,0.0
MERCANTILE,Mercantile Ventures Limited,0.0,0.0,0.0,0.0,0.0
MERCURYEV,Mercury Ev-Tech Limited,0.0,0.0,0.0,0.0,0.0
METROBRAND,Metro Brands Limited,0.0,0.0,0.0,0.0,0.0
METROGLOBL,Metroglobal Limited,0.0,0.0,0.0,0.0,0.0
METROPOLIS,Metropolis Healthcare Limited,0.0,0.0,0.0,0.0,0.0
MFML,Mahalaxmi Fabric Mills Limited,0.0,0.0,0.0,0.0,0.0
MFSL,Max Financial Services Limited,0.0,0.0,0.0,0.0,0.0
MGEL,Mangalam Global Enterprise Limited,0.0,0.0,0.0,0.0,0.0
MGL,Mahanagar Gas Limited,0.0,0.0,0.0,0.0,0.0
MHLXMIRU,Mahalaxmi Rubtech Limited,0.0,0.0,0.0,0.0,0.0
MHRIL,Mahindra Holidays & Resorts India Limited,0.0,0.0,0.0,0.0,0.0
MICEL,MIC Electronics Limited,0.0,0.0,0.0,0.0,0.0
MIDHANI,Mishra Dhatu Nigam Limited,0.0,0.0,0.0,0.0,0.0
MIDWESTLTD,Midwest Limited,0.0,0.0,0.0,0.0,0.0
MINDACORP,Minda Corporation Limited,0.0,0.0,0.0,0.0,0.0
MINDTECK,Mindteck (India) Limited,0.0,0.0,0.0,0.0,0.0
MIRZAINT,Mirza International Limited,0.0,0.0,0.0,0.0,0.0
MITCON,MITCON Consultancy & Engineering Services Limited,0.0,0.0,0.0,0.0,0.0
MITTAL,Mittal Life Style Limited,0.0,0.0,0.0,0.0,0.0
MKPL,M K Proteins Limited,0.0,0.0,0.0,0.0,0.0
MMFL,MM Forgings Limited,0.0,0.0,0.0,0.0,0.0
MMP,MMP Industries Limited,0.0,0.0,0.0,0.0,0.0
MMTC,MMTC Limited,0.0,0.0,0.0,0.0,0.0
MMWL,Media Matrix Worldwide Limited,0.0,0.0,0.0,0.0,0.0
MOBIKWIK,One Mobikwik Systems Limited,0.0,0.0,0.0,0.0,0.0
MODINATUR,Modi Naturals Limited,0.0,0.0,0.0,0.0,0.0
MODIRUBBER,Modi Rubber Limited,0.0,0.0,0.0,0.0,0.0
MODIS,Modis Navnirman Limited,0.0,0.0,0.0,0.0,0.0
MODISONLTD,MODISON LIMITED,0.0,0.0,0.0,0.0,0.0
MODTHREAD,Modern Threads (India) Limited,0.0,0.0,0.0,0.0,0.0
MOHITIND,Mohit Industries Limited,0.0,0.0,0.0,0.0,0.0
